acc,organism,clade,arm
PQ031145.1,"Mallomonas splendens strain CCMP 1782 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Other SAR/protist,B2_balanced
PQ031144.1,"Mallomonas splendens strain AU07B ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cd",Other SAR/protist,B2_balanced
PQ031131.1,"Mallomonas annulata strain CZ23C ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds",Other SAR/protist,B2_balanced
PQ031130.1,"Mallomonas annulata strain CZ34K ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds",Other SAR/protist,B2_balanced
PQ031125.1,"Mallomonas kalinae strain CZ41B ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds;",Other SAR/protist,B2_balanced
PQ031124.1,"Mallomonas kalinae strain CCMP 479 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete c",Other SAR/protist,B2_balanced
PQ031123.1,"Mallomonas striata strain CZ33H ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds;",Other SAR/protist,B2_balanced
PQ031122.1,"Mallomonas flora strain CZ53C ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Other SAR/protist,B2_balanced
PQ031121.1,"Mallomonas flora strain CZ35K ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Other SAR/protist,B2_balanced
PP263658.1,"Daphniphyllum macropodum subsp. humile isolate G6IMc ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL",Eudicots,B2_balanced
PP263657.1,"Daphniphyllum macropodum isolate F2IMa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Eudicots,B2_balanced
PP263656.1,"Daphniphyllum macropodum isolate E2IMa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Eudicots,B2_balanced
PP263655.1,"Daphniphyllum macropodum isolate D4IMcd ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, compl",Eudicots,B2_balanced
PP263654.1,"Daphniphyllum macropodum isolate C3IMa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Eudicots,B2_balanced
PP263653.1,"Daphniphyllum macropodum subsp. humile isolate B3IMa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL",Eudicots,B2_balanced
PP263652.1,"Daphniphyllum macropodum isolate A3IMc ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Eudicots,B2_balanced
OP584916.1,"Baolia bracteata isolate p1-5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Eudicots,B2_balanced
OP584909.1,"Baolia bracteata isolate p2-3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Eudicots,B2_balanced
OP584908.1,"Baolia bracteata isolate p2-2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Eudicots,B2_balanced
OP584907.1,"Baolia bracteata isolate p2-1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Eudicots,B2_balanced
LC791202.1,"Pleurozia subinflata NICH: T. Katagiri 4278 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase la",Liverworts,B2_balanced
LC791194.1,"Porella ulophylla TNS: Y. Inoue 8267 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large sub",Liverworts,B2_balanced
AB540052.1,"Gloiopeltis complanata chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete",Red algae,B2_balanced
AB540051.1,"Gloiopeltis complanata chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete",Red algae,B2_balanced
AB540050.1,"Gloiopeltis complanata chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete",Red algae,B2_balanced
AB540049.1,"Gloiopeltis complanata chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete",Red algae,B2_balanced
AB540048.1,"Gloiopeltis complanata chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete",Red algae,B2_balanced
AB540047.1,"Gloiopeltis sp. Nomozaki/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, c",Red algae,B2_balanced
AB540046.1,"Gloiopeltis sp. Oiso/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, compl",Red algae,B2_balanced
AB540045.1,"Gloiopeltis sp. Nakai/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comp",Red algae,B2_balanced
AB540044.1,"Gloiopeltis sp. Tebajima/2004 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, c",Red algae,B2_balanced
AB540043.1,"Gloiopeltis sp. Wakayama/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, c",Red algae,B2_balanced
AB540042.1,"Gloiopeltis sp. Goza/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, compl",Red algae,B2_balanced
AB540041.1,"Gloiopeltis sp. Touji/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comp",Red algae,B2_balanced
AB540040.1,"Gloiopeltis sp. Oura/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, compl",Red algae,B2_balanced
AB540039.1,"Gloiopeltis sp. Katsuura/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, c",Red algae,B2_balanced
AB540038.1,"Gloiopeltis sp. Choshi/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, com",Red algae,B2_balanced
AB540037.1,"Gloiopeltis sp. Oarai/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comp",Red algae,B2_balanced
AB540036.1,"Gloiopeltis sp. Kawajiri/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, c",Red algae,B2_balanced
AB540035.1,"Gloiopeltis sp. Izura/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comp",Red algae,B2_balanced
AB540034.1,"Gloiopeltis sp. Jyodogahama/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit",Red algae,B2_balanced
AB540033.1,"Gloiopeltis sp. Masaki/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, com",Red algae,B2_balanced
AB540032.1,"Gloiopeltis sp. Tanesashi/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, ",Red algae,B2_balanced
AB540031.1,"Gloiopeltis sp. Kita-kanegasawa/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large sub",Red algae,B2_balanced
AB540030.1,"Gloiopeltis sp. Ohata/2003 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comp",Red algae,B2_balanced
AB159659.1,"Nemalionopsis tortuosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete",Red algae,B2_balanced
AB159651.1,"Thorea gaudichaudii chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cd",Red algae,B2_balanced
AB159650.1,"Thorea gaudichaudii chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cd",Red algae,B2_balanced
AB159649.1,"Thorea gaudichaudii chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cd",Red algae,B2_balanced
OR359632.1,"Amoenothamnion planktonicum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chl",Red algae,B2_balanced
OQ863312.1,"Laurencia sp. A25 isolate B1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chl",Red algae,B2_balanced
OQ863300.1,"Laurencia catarinensis isolate PD4141 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial",Red algae,B2_balanced
LC493039.1,"Colpomenia borea Ru_1 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial c",Brown algae,B2_balanced
LC493038.1,"Colpomenia borea Jp_1 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, partial c",Brown algae,B2_balanced
ON920851.1,"Pseudostaurastrum enorme strain SAG 11.85 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, com",Other SAR/protist,B2_balanced
MZ133428.1,"Corbierea radiosa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Green algae,B2_balanced
LC744577.1,"Timmiella anomala TNS: Y. Inoue 8408 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large sub",Mosses,B2_balanced
LC744573.1,"Orthotrichum consobrinum TNS: Y. Inoue 8170 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase la",Mosses,B2_balanced
OP330067.1,"Asplenium trichomanes voucher CBU<SKOR>:2020-0100-A ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",Ferns,B2_balanced
ON568338.1,"Scytosiphon sp. Atlantic complex sp. 1 voucher BBB:MEC224 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit ",Brown algae,B2_balanced
LC723702.1,"Schistochila sciurea chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit, complete c",Liverworts,B2_balanced
LC723699.1,"Schistochila sciurea chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit, complete c",Liverworts,B2_balanced
OL504528.1,"Smilax weniae voucher HZU:P.Li WMZ333 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Monocots,B2_balanced
ON684489.1,"Juniperus navicularis isolate BPTPS039 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comple",Conifers,B2_balanced
MW524049.1,"Dryopteris fragrans ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Ferns,B2_balanced
LC702103.1,"Calohypnum plumiforme TNS:MH:247276 chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subu",Mosses,B2_balanced
AB476577.1,"Porella ulophylla chloroplast rbcL gene for ribulose 1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds,",Liverworts,B2_balanced
OK588987.1,"Limnocharis flava isolate LL5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; c",Monocots,B2_balanced
OK588986.1,"Helanthium bolivianum isolate ZX2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cd",Monocots,B2_balanced
OK588984.1,"Echinodorus paniculatus isolate ZX6 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete ",Monocots,B2_balanced
OK588972.1,"Baldellia ranunculoides isolate Z1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete c",Monocots,B2_balanced
MN030175.1,"Botrypus virginianus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplas",Ferns,B2_balanced
MK295222.1,"Chlorella sp. FACHB-1531 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloro",Green algae,B2_balanced
MK295220.1,"Pseudochlorella pringsheimii voucher FACHB-962 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene",Green algae,B2_balanced
MK295219.1,"Chlorella sp. 64.01 voucher FACHB-752 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complet",Green algae,B2_balanced
MK295216.1,"Pseudochlorella pringsheimii voucher FACHB-40 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene,",Green algae,B2_balanced
MW267923.1,"Zygnema circumcarinatum culture SAG:698-1b ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, co",Charophytes,B2_balanced
MT439865.1,"Glomerochrysis psammophila strain CS-1322 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, com",Other SAR/protist,B2_balanced
MN793055.1,"Chara vulgaris isolate 13 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chlor",Charophytes,B2_balanced
MK875448.1,"Gloiopeltis sp. JP5 voucher Hiroshi Kawai:KU-d16001 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",Red algae,B2_balanced
MK875447.1,"Gloiopeltis sp. JP5 voucher Hiroshi Kawai:KU-d14317 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",Red algae,B2_balanced
MK875446.1,"Gloiopeltis sp. JP4 voucher Hiroshi Kawai:KU-d20089 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",Red algae,B2_balanced
MK875445.1,"Gloiopeltis sp. JP4 voucher Hiroshi Kawai:KU-d17987 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",Red algae,B2_balanced
MK875444.1,"Gloiopeltis sp. JP3 voucher Hiroshi Kawai:KU-d20672 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",Red algae,B2_balanced
MK875443.1,"Gloiopeltis sp. JP3 voucher Hiroshi Kawai:KU-d18945 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",Red algae,B2_balanced
MK875442.1,"Gloiopeltis sp. JP2 voucher Hiroshi Kawai:KU-d18266 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",Red algae,B2_balanced
MK875441.1,"Gloiopeltis sp. JP2 voucher Hiroshi Kawai:KU-d18220 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",Red algae,B2_balanced
MK875440.1,"Gloiopeltis sp. JP1 voucher Hiroshi Kawai:KU-d14096 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL)",Red algae,B2_balanced
MK875439.1,"Gloiopeltis sp. JP1 voucher Hiroshi Kawai:KU-d5018 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) ",Red algae,B2_balanced
MK875405.1,"Gloiopeltis complanata voucher Hiroshi Kawai:KU-d18205 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rb",Red algae,B2_balanced
MK875404.1,"Gloiopeltis complanata voucher Hiroshi Kawai:KU-d18256 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rb",Red algae,B2_balanced
MK875403.1,"Gloiopeltis complanata voucher Hiroshi Kawai:KU-d14549 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rb",Red algae,B2_balanced
MN636854.1,"Laurencia intricata voucher ADN-5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds",Red algae,B2_balanced
MN601490.1,"Clematis sp. DPP-2019a ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, complete cds; chloropla",Other angiosperms,B2_balanced
EF547821.1,"Aneura sp. Wickett 473 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloropl",Liverworts,B2_balanced
EF547820.1,"Aneura sp. Wickett 468 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloropl",Liverworts,B2_balanced
EF547819.1,"Aneura sp. Shaw 670 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Liverworts,B2_balanced
EF547818.1,"Aneura sp. Shaw 702 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Liverworts,B2_balanced
EF547817.1,"Aneura sp. Shaw 697 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Liverworts,B2_balanced
MK806439.1,"Lepisorus jakonensis voucher C.F. Zhao LZ_8 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, c",Ferns,B2_balanced
MH704452.1,"Laurencia sp. voucher SP399934 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; c",Red algae,B2_balanced
MH704451.1,"Laurencia sp. voucher SP365433 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; c",Red algae,B2_balanced
MH704450.1,"Laurencia sp. voucher ALCB114309 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds;",Red algae,B2_balanced
MH545335.1,"Halicoryne sp. HV04044 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloropl",Green algae,B2_balanced
MH545292.1,"Batophora occidentalis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloropl",Green algae,B2_balanced
MH172437.1,"Pectinopitys harmsiana voucher DGK 01.011 (UC) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene",Conifers,B2_balanced
MG251837.1,"Hydroclathrus rapanuii voucher SAP115251 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, part",Brown algae,B2_balanced
LC270395.1,"Pohlia annotina chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
LC270394.1,"Pohlia annotina chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
LC270393.1,"Pohlia annotina chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
LC270392.1,"Pohlia annotina chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
LC270391.1,"Pohlia annotina chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
LC270390.1,"Pohlia annotina chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
LC270389.1,"Pohlia annotina chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
LC270388.1,"Pohlia annotina chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
LC270387.1,"Pohlia annotina chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
LC270386.1,"Pohlia annotina chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete cds, s",Mosses,B2_balanced
MG209348.1,"Gloiopeltis complanata voucher GIGAR553 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,B2_balanced
MG209347.1,"Gloiopeltis complanata voucher GIGAR552 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,B2_balanced
MG209346.1,"Gloiopeltis complanata voucher GIGAR360 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,B2_balanced
MG209345.1,"Gloiopeltis complanata voucher GIGAR359 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,B2_balanced
MG209344.1,"Gloiopeltis complanata voucher GIGAR358 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,B2_balanced
MG209343.1,"Gloiopeltis complanata voucher GIGAR551 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,B2_balanced
MG209342.1,"Gloiopeltis complanata voucher GIGAR364 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,B2_balanced
MG209341.1,"Gloiopeltis complanata voucher GIGAR363 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,B2_balanced
MG209340.1,"Gloiopeltis complanata voucher GIGAR541 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, parti",Red algae,B2_balanced
MH270460.1,"Macleaya microcarpa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Other angiosperms,B2_balanced
LC060517.1,"Acinetospora asiatica chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete ",Brown algae,B2_balanced
LC060516.1,"Acinetospora asiatica chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete ",Brown algae,B2_balanced
LC060515.1,"Acinetospora asiatica chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete ",Brown algae,B2_balanced
LC060513.1,"Acinetospora asiatica chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete ",Brown algae,B2_balanced
LC060512.1,"Acinetospora asiatica chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete ",Brown algae,B2_balanced
LC060511.1,"Acinetospora asiatica chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete ",Brown algae,B2_balanced
LC060509.1,"Acinetospora asiatica chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete ",Brown algae,B2_balanced
LC060508.1,"Acinetospora asiatica chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete ",Brown algae,B2_balanced
LC060507.1,"Acinetospora asiatica chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete ",Brown algae,B2_balanced
LC060506.1,"Acinetospora asiatica chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete ",Brown algae,B2_balanced
LC060505.1,"Acinetospora asiatica chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete ",Brown algae,B2_balanced
LC060504.1,"Acinetospora filamentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Brown algae,B2_balanced
LC060503.1,"Acinetospora filamentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Brown algae,B2_balanced
LC060502.1,"Acinetospora filamentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Brown algae,B2_balanced
LC060501.1,"Acinetospora filamentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Brown algae,B2_balanced
LC060500.1,"Acinetospora filamentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Brown algae,B2_balanced
LC060499.1,"Acinetospora filamentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Brown algae,B2_balanced
LC060498.1,"Acinetospora filamentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Brown algae,B2_balanced
LC060497.1,"Acinetospora filamentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Brown algae,B2_balanced
LC060496.1,"Acinetospora filamentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Brown algae,B2_balanced
LC060495.1,"Acinetospora filamentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Brown algae,B2_balanced
LC060494.1,"Acinetospora filamentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Brown algae,B2_balanced
LC060493.1,"Acinetospora filamentosa chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, comple",Brown algae,B2_balanced
KT693213.1,"Hormotilopsis gelatinosa strain UTEX B104 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) mRNA, com",Green algae,B2_balanced
KU645804.1,"Asimina incana voucher Abbott 14200 (FLAS) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, co",Magnoliids,B2_balanced
KU645803.1,"Cananga odorata voucher Chase 219 (NCU) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, compl",Magnoliids,B2_balanced
LC145073.1,"Haplomitrium hookeri chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete c",Liverworts,B2_balanced
LC145072.1,"Haplomitrium hookeri chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, complete c",Liverworts,B2_balanced
AY996366.1,"Spermatochnus paradoxus strain SAG 10.82 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, comp",Brown algae,B2_balanced
KT804669.1,"Filibryum ogatae voucher Wonhee1468 (KB, HIRO) ribulose 1,5-bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds;",Mosses,B2_balanced
KT804668.1,"Filibryum ogatae voucher Wonhee1443 (KB, HIRO) ribulose 1,5-bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds;",Mosses,B2_balanced
KT804667.1,"Filibryum ogatae voucher Wonhee1441 (KB, HIRO) ribulose 1,5-bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds;",Mosses,B2_balanced
KT804666.1,"Filibryum ogatae voucher Wonhee1431 (KB, HIRO) ribulose 1,5-bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds;",Mosses,B2_balanced
KT804665.1,"Filibryum ogatae voucher Wonhee1400 (KB, HIRO) ribulose 1,5-bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds;",Mosses,B2_balanced
KT804664.1,"Filibryum ogatae voucher Wonhee1357 (KB, HIRO) ribulose 1,5-bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds;",Mosses,B2_balanced
KT804663.1,"Filibryum ogatae voucher Wonhee1267 (KB, HIRO) ribulose 1,5-bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds;",Mosses,B2_balanced
KT804662.1,"Filibryum ogatae voucher Wonhee1260 (KB, HIRO) ribulose 1,5-bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds;",Mosses,B2_balanced
KT804661.1,"Filibryum ogatae voucher Wonhee1041 (KB, HIRO) ribulose 1,5-bisphosphate carboxylase/oxygenase (rbcL) gene, partial cds;",Mosses,B2_balanced
LC200423.1,"Selenastrum capricornutum chloroplast rbcL gene for ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit, compl",Green algae,B2_balanced
DQ286008.1,"Cyathodium tuberosum ribulose-1,5-biphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",Liverworts,B2_balanced
AY858644.1,"Platanus orientalis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, complete cds; chloroplast",Other angiosperms,B2_balanced
